Name,Score,Japanese name,Type,Favorites,Completed
Xiao Liyu Lixian Ji,Unknown,小鲤鱼历险记,TV,1,98
Kemurikusa (TV),7.07,ケムリクサ,TV,112,8094
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,7.3,K Seven Stories SIDE:BLUE ~天狼の如く~,Movie,20,6333
K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,7.11,K Seven Stories SIDE:GREEN ~上書き世界~,Movie,17,5559
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,7.44,K Seven Stories Lost Small World ~檻の向こうに~,Movie,33,5545
K: Seven Stories Movie 5 - Memory of Red - Burn,7.62,K Seven Stories メモリー・オブ・レッド ~BURN~,Movie,30,5762
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,7.13,K Seven Stories Circle Vision ~Nameless Song~,Movie,21,4882
K: Seven Stories - The Idol K,5.69,K Seven Stories ザ・アイドルK,Movie,10,1906
Kemurikusa,5.85,ケムリクサ,ONA,2,681
Cocktail Prince: Shaking Night!!,5.88,カクテル王子 Shaking Night!!～禁断のクインテット～,Music,1,219
Toji no Miko: Kizamishi Issen no Tomoshibi,5.9,刀使ノ巫女 刻みし一閃の燈火,ONA,2,501
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,5.47,甘い懲罰~私は看守専用ペット,TV,148,10482
Youkai Watch: Shadow Side,6.58,妖怪ウォッチ シャドウサイド,TV,10,323
Kuroneko Monroe,Unknown,黒猫モンロヲ,TV,0,36
Japan World Cup,Unknown,Japan World Cup,OVA,2,65
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,Unknown,おしえて魔法のペンデュラム～リルリルフェアリル～,TV,3,87
Star Wars/Force no Kakusei,5.42,スター・ウォーズ／フォースの覚醒,ONA,0,363
Nara-shi x Inoue Ryou,Unknown,奈良市×井上涼,Special,0,43
Hakodate Musical,Unknown,ハコダテミュージカル,Special,0,101
Sara Ke Puccho,Unknown,サラ毛ぷっちょ,ONA,0,79
Chuukan Kanriroku Tonegawa,7.14,中間管理録トネガワ,TV,80,9377
Venus Blood: Brave,6.13,ヴィーナスブラッド-ブレイヴ-,OVA,8,3
Yuru Camp△ Specials,7.53,ゆるキャン△,Special,60,21561
Working Boys,Unknown,ワーキング・ボーシーズ,Special,0,0
Hello Kagerou,5.75,ハロー カゲロ,Music,0,166
Plunderer,6.5,プランダラ,TV,1020,83282
Etotama: Nyankyaku Banrai,Unknown,えとたま 干支魂 猫客万来,ONA,15,0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7.24,ダンジョンに出会いを求めるのは間違っているだろうかII,TV,2029,344737
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,7.44,劇場版 ダンジョンに出会いを求めるのは間違っているだろうか -オリオンの矢-,Movie,435,87379
Goblin Slayer,7.46,ゴブリンスレイヤー,TV,5110,500635
Obake de Ii kara Hayaku Kite,Unknown,おばけでいいからはやくきて,Music,0,86
Ten made Tobaso,Unknown,天まで飛ばそ,Music,0,83
Quote,6.08,Quote,Music,0,365
Irotoridori no Melody,5.25,イロトリドリのメロディ,Music,0,476
Outsider:Requiem,5.25,-OutsideR:RequieM-,Music,2,502
Prism,5.35,プリズム,Music,0,471
Boat Race Marugame Image Talent Mimika,Unknown,ボートレースまるかめイメージタレントmimika,Special,0,62
Kekkero Ke,Unknown,ケッケロケー,TV,0,22
Imouto Paradise! 3 The Animation,6.65,妹ぱらだいす! 3 The Animation,OVA,9,2860
Sword Art Online Fatal Bullet: The Third Episode,6.13,ソードアート・オンライン　フェイタル・バレット -The Third Episode-,Special,48,6018
Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,7.2,血界戦線 & BEYOND ザップ・レンフロ因果応報中!! / バッカーディオの雫,OVA,10,11397
Oshie to Tabi Suru Otoko,Unknown,押絵ト旅スル男,Movie,1,61
Shounen Ashibe: Go! Go! Goma-chan 3,5.75,少年アシベ GO! GO! ゴマちゃん 3,TV,2,198
Neko Neko Nihonshi 3rd Season,Unknown,ねこねこ日本史 第3期,TV,1,101
The Perfect World,7.57,The Perfect World,Music,28,5559
Pastel Memories,5.12,ぱすてるメモリーズ,TV,15,3637
Masamune-kun no Revenge OVA,6.54,政宗くんのリベンジ OVA,OVA,84,45347
Chihayafuru 3,8.52,ちはやふる 3,TV,1186,40652
Fire Bird,5.67,Fire Bird,Music,0,270
Tough Boy,Unknown,TOUGH BOY,Music,0,132
Calicula Machine,Unknown,カリキュラマシーン,Movie,0,86
Wata no Kuni Hoshi Pilot,5.82,綿の国星 パイロットフィルム,Special,0,215
Souten no Ken: Regenesis 2nd Season,6.13,蒼天の拳 REGENESIS 第2期,ONA,6,1427
Xi Yang Yang Yu Hui Tai Lang: Zhi Xi Qi Yang Yang Guo She Nian,Unknown,喜羊羊与灰太狼之喜气羊羊过蛇年,Movie,0,59
Xi Yang Yang Yu Hui Tai Lang: Zhi Fei Ma Qi Yu Ji,Unknown,喜羊羊与灰太狼之飞马奇遇记,Movie,1,62
Xi Yang Yang Yu Hui Tai Lang: Zhi Yang Nian Xi Yang Yang,Unknown,喜羊羊与灰太狼之羊年喜羊羊,Movie,0,59
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.86,私、能力は平均値でって言ったよね!,TV,299,68657
Zoids Wild,6.29,ゾイドワイルド,TV,15,453
Shikioriori,7.17,詩季織々（しきおりおり）,Movie,205,65971
PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,6.31,劇場版 プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～,Movie,2,293
Irotoridori,Unknown,イロトリドリ,Music,0,105
No Game No Life: Zero - Manner Movie,6.86,ノーゲーム・ノーライフ ゼロ マナー映像,Movie,44,11666
Ahiru no Sora,7.35,あひるの空,TV,678,38484
Circus,5.43,Circus,Music,0,155
Dokidoki Little Ooyasan,7.25,dokidokiりとる大家さん,OVA,111,1232
Shampoo no Nioi ga Shita,6.23,シャンプーの匂いがした,Music,1,888
Penguin Highway,7.65,ペンギン・ハイウェイ,Movie,167,20412
Taishou Mebiusline: Chicchai-san - You and I,4.97,大正メビウスライン ちっちゃいさん,Special,2,1210
Tabechatta tte Ii no ni na!,Unknown,食べちゃったっていいのにな!,ONA,1,37
Polka Dot,5.12,ポルカドット,Music,0,461
Stereo,Unknown,STEREO,Music,0,58
Ookami Kodomo no Ame to Yuki x House Shokuhin Stew CM,5.55,おおかみこどもの雨と雪×ハウス食品 シチューCM,Special,4,1454
Kyushu Love Milk Club,Unknown,九州Love Milk Club,Special,0,70
Mori no Kokoro-Koro,Unknown,森のココロコロ,Special,0,71
MaxValu Kyushu,Unknown,マックスバリュ九州,Special,0,110
Cinderella Girls Gekijou 3rd Season,6.53,シンデレラガールズ劇場 第3期,TV,3,2566
Shiawase Pasta Story,Unknown,幸せパスタストーリー,ONA,0,152
Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,6.39,シンデレラガールズ劇場 火曜シンデレラシアター 第3期,ONA,0,1550
Sarazanmai,7.54,さらざんまい,TV,1100,39439
Chara to Otamajakushi Shima,Unknown,キャラとおたまじゃくし島,TV,0,22
Tensei shitara Slime Datta Ken,8.07,転生したらスライムだった件,TV,13023,521775
Donten ni Warau x Mameshiba,5.41,『曇天に笑う』×「豆しば」,ONA,0,232
Wakaokami wa Shougakusei!,6.56,若おかみは小学生！,TV,1,1160
Carole & Tuesday,7.95,キャロル&チューズデイ,TV,2320,97796
Revisions,6.13,revisions リヴィジョンズ,ONA,78,15003
Chimera,Unknown,キマイラ,Movie,1,0
Ingress the Animation,6.38,INGRESS THE ANIMATION,ONA,29,6777
Psycho-Pass: Sinners of the System Case.1 - Tsumi to Bachi,7.12,PSYCHO-PASS サイコパス|SS(Sinners of the System) Case.1「罪と罰」,Movie,57,33067
Psycho-Pass: Sinners of the System Case.2 - First Guardian,7.48,PSYCHO-PASS サイコパス Sinners of the System Case.2「First Guardian」,Movie,51,29210
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,7.74,PSYCHO-PASS サイコパス Sinners of the System Case.3「恩讐の彼方に＿＿」,Movie,69,29253
Hyakuren no Haou to Seiyaku no Valkyria,5.75,百錬の覇王と聖約の戦乙女〈ヴァルキュリア〉,TV,267,70422
Karakuri Circus (TV),7.09,からくりサーカス,TV,341,21784
Ladyspo,4.18,レディスポ,TV,2,625
Strike the Blood III,7.08,ストライク・ザ・ブラッドⅢ,OVA,186,32011
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.38,青春ブタ野郎はバニーガール先輩の夢を見ない,TV,29642,685665
Boogiepop wa Warawanai (2019),7.1,ブギーポップは笑わない,TV,611,48297
A Woman in a Fashion Building,4.66,A WOMAN IN A FASHION BUILDING,Movie,1,264
Time on the Planet,Unknown,TIME ON THE PLANET,Special,0,140
Mizu no Yume,Unknown,水の夢,Movie,0,21
Amefuri Kuma no Ko,Unknown,あめふりくまのこ,Music,0,57
Kyoto Teramachi Sanjou no Holmes,6.75,京都寺町三条のホームズ,TV,77,20368
Miki no Mikoto,Unknown,神酒ノ尊-ミキノミコト-,ONA,0,65
Kerakera,Unknown,ケラケラ,Music,0,73
Umeboshi Jinsei,Unknown,ウメボシジンセイ,Music,0,46
Rifujin-jin,Unknown,りふじんじん,Music,0,41
Wasurenai yo,Unknown,忘れないよ,Music,0,73
Echo: Kodama Suru Uta,Unknown,エコー ～こだまする歌～,Music,0,81
Hina no Uta,Unknown,ヒナのうた,Music,0,95
Usagi no Matthew,Unknown,うさぎのマシュー,TV,1,21
Oi Pii-tan!!,5.14,おいピータン!!,ONA,0,165
Lalala Lala-chan: Lala to Mainichi,Unknown,ラララ ララちゃん ～ララっとまいにち～,TV,0,36
Houkago no Yuutousei,6.87,放課後の優等生,OVA,28,1660
Kishuku Gakkou no Juliet,7.47,寄宿学校のジュリエット,TV,1392,128018
Cardfight!! Vanguard (2018),6.76,カードファイト!! ヴァンガード (2018),TV,45,3166
Ongaku Shoujo (TV),5.96,音楽少女,TV,22,4006
Kono Hoshi no Ue ni,Unknown,この星の上に,Movie,0,24
Bean Bandit,Unknown,BEAN BANDIT,OVA,5,18
Duel Masters!,5.92,デュエル・マスターズ!,TV,0,152
Joukei,Unknown,情景,Movie,0,27
Muhyo to Rouji no Mahouritsu Soudan Jimusho,6.7,ムヒョとロージーの魔法律相談事務所,TV,54,11785
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",7.14,逆転裁判 ～その「真実」、異議あり！～ Season 2,TV,94,11923
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,8.86,銀魂. 銀ノ魂篇 後半戦,TV,938,67276
Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,7.13,結晶多形のヴァレンティヌス Bittersweet Intermedio,Special,192,41408
Watashitachi no Mirai,Unknown,私たちの未来,OVA,0,24
Chikyuu to no Yakusoku,Unknown,地球との約束,OVA,0,21
Double Decker! Doug & Kirill,6.87,DOUBLE DECKER! ダグ＆キリル,TV,82,11969
Irozuku Sekai no Ashita kara,7.55,色づく世界の明日から,TV,1622,100486
Black Fox,6.77,BLACKFOX,Movie,130,31723
Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,7.48,映画 HUGっと！プリキュア♡ふたりはプリキュア オールスターズメモリーズ,Movie,18,1219
Mob Psycho Mini,6.45,モブサイコ mini,Special,10,9682
Grancrest Senki Tsuisou,6.53,グランクレスト戦記 追想,Special,10,5734
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas Pilot Film,5.45,極黒の翼 バルキサス　パイロット・フィルム,Special,0,249
Red,6.53,RED,Music,4,1661
W'z,5.54,ウィズ,TV,36,5370
Mob Psycho 100 II,8.84,モブサイコ100 II,TV,20654,623709
Kedamono Damono,6.11,ケダモノダモノ,Music,0,917
Made in Abyss Movie 1: Tabidachi no Yoake,8.14,劇場版総集編【前編】メイドインアビス 旅立ちの夜明け,Movie,115,23045
Made in Abyss Movie 2: Hourou Suru Tasogare,8.34,劇場版総集編【後編】メイドインアビス 放浪する黄昏,Movie,103,22381
City Hunter Movie: Shinjuku Private Eyes,7.43,劇場版シティーハンター <新宿PRIVATE EYES>,Movie,22,2618
Happy Sugar Life,6.89,ハッピーシュガーライフ,TV,1916,95645
Dororo,8.19,どろろ,TV,11155,373871
Vinland Saga,8.71,ヴィンランド・サガ,TV,17637,380519
Pet,6.48,ペット,TV,200,19739
Babylon,6.81,バビロン,TV,403,39383
Nameless Flipbook,5.44,Nameless Flipbook,ONA,0,185
Decadence: Remix,5.28,Decadence-Remix-,Music,0,199
Kabushikigaisha OPT Shinsotsu Saiyou Movie,Unknown,株式会社オプト新卒採用MOVIE,ONA,0,96
Miyako,6.11,宮子,ONA,1,185
Suicide Ballad,6.4,スーサイド・バラッド,Music,2,284
Random (web edit ver.),Unknown,ランダム（web edit ver.）,Music,0,133
Kurou Shiro,Unknown,黒う白,Music,0,107
Sagashimono,5.45,さがしもの,Music,0,328
Asunal Kanayama,Unknown,アスナル金山,Special,0,124
Maware Toro-Ika,Unknown,回れトロイカ,Music,0,76
Sobakasu,5.78,そばかす,Music,1,945
Junai Rhapsody,Unknown,純愛ラプソディ,Music,0,120
History of Les Merveilleuses: Brand Movie,Unknown,History of LesMerveilleuses ブランドムービー,ONA,1,101
Kami no Ue no Pilot,Unknown,紙の上のパイロット,Music,0,111
Kimi no Iru Basho,6.01,君のいる場所,Music,0,263
Kami nomi Kakushi,Unknown,かみのみかくし,Music,0,138
Iryou Keiei Consultant,Unknown,医療経営コンサルタント,ONA,0,127
Bucket no Naka no Kaka,Unknown,バケツの中の かか,ONA,0,125
Amakage,5.44,雨影,ONA,0,230
Jirijiri Moyou no Ryuuryuu Tenten,Unknown,ジリジリもようの流々転々,ONA,0,139
Onikiri Shoujo,5.23,鬼斬少女,ONA,0,191
Metroid Short Animation,5.87,METROID short animation,ONA,0,272
Uchiko no Mama to Okaasan,Unknown,裡児のママとお母さん,ONA,0,158
Gingirl,5.33,ギンガール,ONA,0,196
Onikiri Musume Saisen,6.21,鬼斬娘 再戦,ONA,0,316
Minion,Unknown,Minion,ONA,0,134
Bytheway Dance,5.73,バイザウェイダンス,Music,0,206
Yousei Tin Tin,Unknown,妖精てぃんてぃん,ONA,0,25
Hangyakusei Million Arthur,6.09,叛逆性ミリオンアーサー,TV,36,6004
Oretacha Youkai Ningen G,Unknown,俺たちゃ妖怪人間G,TV,1,83
Mannaka no Rikkun@Kin Tele,Unknown,まんなかのりっくん＠きんてれ,TV,0,29
Akanesasu Shoujo,6.47,あかねさす少女,TV,52,10614
Robot Girls Neo,Unknown,ロボットガールズNEO,ONA,0,129
Di Wang Gong Lue,6.44,帝王攻略,ONA,37,1080
Wo de Ni Tian Shen Qi,6.53,我的逆天神器,ONA,20,2551
Qin Shi Ming Yue: Yi Zhe Ru Shi,Unknown,秦时明月之医者入世,ONA,1,79
Sirius,7.04,天狼〈シリウス〉 Sirius the Jaeger,TV,510,90540
Senjuushi,4.93,千銃士,TV,22,2025
Majutsushi Orphen Hagure Tabi,5.78,魔術士オーフェンはぐれ旅,TV,51,16317
Hibike! Euphonium Movie: Photo Session e Youkoso,6.07,劇場版 響け！ユーフォニアム～フォトセッションへようこそ,Movie,2,607
Planet With,7.23,プラネット・ウィズ,TV,139,23070
Tonari no Kyuuketsuki-san,7.1,となりの吸血鬼さん,TV,258,36584
Juushinki Pandora 0,Unknown,重神機パンドーラ ０,Special,2,102
Bakumatsu,5.77,BAKUMATSU,TV,24,4059
Yarichin☆Bitch-bu,6.66,ヤリチン☆ビッチ部,OVA,942,39417
Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku,6.31,怪獣娘～ウルトラ怪獣擬人化計画～,Movie,1,447
Lapis Re:LiGHTs,6.63,ラピスリライツ,TV,122,10026
Denwa Kakumei Naisen,Unknown,電話革命ナイセン,Music,0,81
Ano Hi no Kanojo-tachi,6.66,あの日の彼女たち,ONA,14,1339
Devilman: Crybaby - Digest Eizou,5.93,「DEVILMAN crybaby」ダイジェスト映像,ONA,10,2457
Houkago Midnighters: Short Movies Season 2,Unknown,放課後ミッドナイターズ ショートムービーズ Season2,OVA,0,34
Present (Music),Unknown,プレゼント,Music,0,138
Cardcaptor Sakura: Clear Card-hen Recap,6.85,カードキャプターさくら クリアカード編　総集編,Special,66,2207
Poputepipikku TV Special,7.39,ポプテピピック　ＴＶスペシャル,Special,17,9167
Dakaretai Otoko 1-i ni Odosarete Imasu.,7.38,抱かれたい男1位に脅されています。,TV,1202,48703
Phantom in the Twilight,6.41,ファントム イン ザ トワイライト,TV,73,12737
Magatsu Wahrheit: Zuerst,6.6,禍つヴァールハイト -ZUERST-,TV,51,7129
Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,5.85,フレームアームズ・ガール ～きゃっきゃうふふなワンダーランド～,Movie,10,519
Lord of Vermilion: Guren no Ou,5.35,ロード オブ ヴァーミリオン　紅蓮の王,TV,31,10109
Na mo Nai Mainichi,Unknown,名もない毎日,Music,0,106
Sayonara no Kawari ni 2013,Unknown,サヨナラのかわりに2013,Music,0,96
So Long!,Unknown,So long !,Music,1,97
Yume no Kawa,Unknown,夢の河,Music,0,77
First Rabbit,Unknown,ファースト・ラビット,Music,0,106
Shounen to Mahou no Robot,6.15,少年と魔法のロボット,Music,0,145
Renai Saiban,6.25,恋愛裁判,Music,0,309
Yumekui Shirokuro Baku,Unknown,夢喰い白黒バク,Music,0,141
Nemurihime,Unknown,ネムリヒメ,Music,0,123
Future Card Buddyfight Battsu: All-Star Fight,6.66,フューチャーカード バディファイト バッツ オールスターファイト,TV,4,787
Hitoribocchi no Marumaru Seikatsu,7.51,ひとりぼっちの○○生活,TV,929,74921
Ten Count,Unknown,テンカウント,TV,165,0
Meng Qi Shi Shen,7.28,萌妻食神,ONA,94,5152
CMFU Xueyuan: Wangzi Peng Peng Qiu,6.19,CMFU学院：王子碰碰球,ONA,49,480
CMFU Xueyuan: Shenshi Ji Jijian,Unknown,CMFU学院：绅士击击剑,ONA,5,79
Karakai Jouzu no Takagi-san: Water Slide,7.51,からかい上手の高木さん ウォータースライダー,OVA,146,42601
Ninja Batman x Poputepipikku Kindan no Collab CM,6,『ニンジャバットマン』×『ポプテピピック』禁断のコラボCM,Special,3,2532
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,6.91,ちいさな英雄－カニとタマゴと透明人間－,Movie,20,9800
"""R100"" x Mameshiba Original Manners",5.23,映画『R100』×「豆しば」オリジナルマナ,ONA,0,232
Washimo 6th Season,Unknown,わしも-wasimo-(第6シリーズ),TV,0,19
Lose It,Unknown,LOSE IT,Music,1,103
Kaishain vs. Credit Card Kachou: CreCar no Rule Shitteru kai?,Unknown,貝社員 vs クレジットカード課長～クレカのルール知ってる貝？～,ONA,0,27
Yin Yang Shi: Ping An Wu Yu,6.42,阴阳师：平安物语,ONA,9,433
Huan Jing Nuo De Lin,Unknown,幻镜诺德琳,ONA,1,59
Xiong Bing Lian,Unknown,雄兵连,ONA,5,112
Yuuyake Dandan: Manner Movies,Unknown,夕やけだん団 109シネマズマナームービー,Special,0,49
Hataraku Onii-san! no 2!,6.4,働くお兄さん！の2！,TV,7,1614
Chibi Airin no Yuruyaka na Nichijou,Unknown,ちびあいりんのゆるやかな日常,ONA,2,52
Fate/Extra: Last Encore - Illustrias Tendousetsu,6.54,Fate/EXTRA Last Encore イルステリアス天動説,TV,42,31001
Caribadix 2nd Season,Unknown,ディッキー&カリーナ 2ndシーズン,TV,0,38
Sword Gai The Animation Part II,5.83,ソードガイ The Animation Part II,ONA,16,12610
Gakuen Basara,6.17,学園BASARA,TV,30,3192
Taimanin Yukikaze Special,5.87,対魔忍ユキカゼ,Special,4,748
Wo Shi Na Zha,Unknown,我是哪吒,Movie,0,69
Shinya! Tensai Bakabon,6.01,深夜！天才バカボン,TV,3,928
God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,5.83,GOD EATER レゾなんとか劇場 #00.「投げられた食パン」,Special,2,1159
Sukoyaka Oyako 21 x Taka no Tsume-dan,Unknown,健やか親子21×鷹の爪団,ONA,0,97
Yoshida no Time Slip Fumai-kou,Unknown,吉田のタイムスリップ不昧公,ONA,0,81
3-bu de Wakaru Koizumi Yakumo no Kaidan,Unknown,３分で分かる小泉八雲の怪談,ONA,0,110
Heisei Matsue Kaidan,Unknown,平成松江怪談,ONA,0,76
Medama Oyaji no April Fools',5.27,目玉おやじのエイプリルフール,Special,1,257
Taiyou to Tsuki no Kodomo-tachi,Unknown,太陽と月のこどもたち,Music,0,76
Taiyou to Tsuki no Kodomo-tachi (2018),Unknown,太陽と月のこどもたち,Music,0,91
Neeko ga Vtuber Shite Mita,5.53,ニートがVチューバーデビューしてみた,ONA,0,228
Toji no Miko Recap,6.29,胎動編 ダイジェスト,Special,5,1958
Overlord III,7.95,オーバーロードⅢ,TV,4115,441320
Aware! Meisaku-kun: Short Douga,Unknown,あはれ！名作くん ショート動画,ONA,0,0
Nanatsu-iro REALiZE,6.63,アイドリッシュセブン『ナナツイロ REALiZE/IDOLiSH7』,Music,0,639
Onihei Pilot,5.99,鬼平,Special,0,178
Wakaokami wa Shougakusei! Movie,7.55,映画 若おかみは小学生！,Movie,26,5510
The Starry Night,Unknown,The Starry Night,Music,0,121
"Susume, Karolina.",6.4,"すすめ, カロリーナ.",ONA,1,1103
Pugpug,Unknown,パグパグ,TV,0,21
Mr. Bond,Unknown,ミスター・ボンド,Special,0,24
Ousama no Takaramono,Unknown,王様のたからもの,Music,0,52
Nikukyuu no Uta,Unknown,２９Ｑ（にくきゅう）のうた,Music,0,52
Fure! Fure! Daijoubu!,Unknown,フレ！フレ！大丈夫！,Music,0,91
Boer no Mori e,Unknown,ブーアの森へ,Music,0,68
Tousan no Kiteki,Unknown,父さんの汽笛,Music,0,108
Oyashirazu,Unknown,親知らず,Music,0,71
Konchuu Ninja,Unknown,昆虫ニンジャ,Music,0,47
Pa Para Papa,Unknown,ぱっぱらパパ,Music,0,109
Ojiisan no Densha,Unknown,おじいさんの電車,Music,0,70
Ukkari Pénélope (2017),Unknown,うっかりペネロペ,TV,0,35
Daisuki na Mama,6.53,大好きな母,OVA,56,4765
Megalo Box Specials,6.33,メガロボクス,Special,7,1276
High School Fleet Movie,7.51,劇場版 ハイスクール・フリート,Movie,44,2124
Akuma no Kimuraa-hen,6.56,アクマのキムラー 篇,Special,3,0
IDOLiSH7 Tokubetsu Bangumi: Kimi to Furikaeranaito!,6.49,アイドリッシュセブン特別番組 キミと振り返らないと!,Special,7,632
Koi to Uso OVA,6.42,恋と嘘,OVA,39,10979
Shin Manga Naruhodo Monogatari,Unknown,新まんがなるほど物語,TV,0,39
Beelzebub-jou no Okinimesu mama.,7.26,ベルゼブブ嬢のお気に召すまま。,TV,245,30074
"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",5.73,おあむ物語　その夏、わたしが知ったこと,ONA,0,251
High School DxD Hero: Taiikukan-ura no Holy,6.88,ハイスクールD×D HERO体育館裏のホーリー,Special,141,45227
Dandy Hitsuji Shitsuji,Unknown,ダンディーひつじ執事,Music,0,73
Mado (Music),Unknown,窓,Music,0,78
Uchi no Maid ga Uzasugiru!,6.97,うちのメイドがウザすぎる！,TV,172,45441
Rokudou Juku,Unknown,六道塾,Special,0,139
Akuma no Organ,5.17,悪魔のオルガン,Music,0,147
Haiku Kuma Ana ni Iru,Unknown,Haiku 熊穴に入る,Music,1,77
Oh Baby Plus,Unknown,Oh Baby Plus,Music,0,77
Ruby,Unknown,Unknown,Music,0,73
Caligula,Unknown,CALiGULA,Music,0,124
Higan,Unknown,彼岸,Music,0,80
Aru Zombie Shoujo no Sainan (ONA),5.38,あるゾンビ少女の災難,ONA,12,6046
Rang Wo Men Shao Ba,5.86,让我们烧吧,ONA,4,1057
Mu Wang Zhi Wang: Qi Lin Jue,Unknown,墓王之王 麒麟决,ONA,2,118
Future Card Shin Buddyfight,6.44,フューチャーカード 神バディファイト,TV,4,835
Bai Ye Ling Long,6.47,白夜玲珑,ONA,16,500
Chainsaw Maid Episode 0,4.98,チェーンソーメイド外伝 エピソード0,Special,1,766
Isekai Cheat Magician,5.38,異世界チート魔術師〈マジシャン〉,TV,456,111022
Ame-iro Cocoa: Side G,4.88,雨色ココア side G,TV,12,2805
Turning Mecard R,Unknown,터닝메카드 R,TV,0,65
Turning Mecard W: Vandyne-ui Bimil,Unknown,터닝메카드 W 반다인의 비밀,TV,0,66
Turning Mecard W: Vandyne-ui Bimil - Teugbyeolpan,Unknown,터닝메카드 W 반다인의 비밀 특별판,Movie,0,58
Gonglyong Mecard,Unknown,공룡메카드,TV,0,59
Wonder Gravity: Pino To Juuryoku Tsukai,Unknown,ワンダーグラビティ ～ピノと重力使い～,ONA,0,121
Golden Douga Gekijou,6.3,ゴールデン道画劇場,ONA,5,406
Mecha-ude,6.94,メカウデ,ONA,62,6711
Chiisana Kinomi,Unknown,小さな木の実,Music,0,44
Mobile Suit Gundam NT,6.64,機動戦士ガンダムNT（ナラティブ）,Movie,29,6432
Mobile Suit Gundam: Hathaway's Flash,Unknown,機動戦士ガンダム 閃光のハサウェイ,Movie,5,0
Xingfu Lushang,Unknown,幸福路上,Movie,2,127
Aguu: Tensai Ningyou,5.48,悪偶 ‐天才人形‐,TV,7,1819
Kiniitta Chitsu ni Ikinari Nakadashi OK na Resort-tou,6.94,気に入った膣にいきなり中出しOKなリゾート島,ONA,9,1329
"Yuru Yuri,",7.69,ゆるゆり、,OVA,44,8740
Slide,6.19,SLIDE,ONA,0,153
Kirari Kagayaku,Unknown,きらり輝く,ONA,0,148
"Chiisana Tayori, Ookina Tayori.",6.31,小さな便り、大きな便り。,ONA,0,198
Pastel Life,6.6,ぱすてるらいふ,TV,6,3322
Yakusoku no Neverland,8.65,約束のネバーランド,TV,32542,863136
Okojo to Yamane,Unknown,オコジョとヤマネ,TV,2,37
Overlord: Ple Ple Pleiades 3,6.82,オーバーロード　ぷれぷれぷれあです3,ONA,13,13991
Toki no Kousa,5.81,トキノ交差,Special,0,588
Yagate Kimi ni Naru,7.93,やがて君になる,TV,3626,91030
Space Bug,Unknown,スペースバグ,TV,4,81
Tenchi Muyou! Ryououki 3rd Season Picture Drama,6.32,ラヂオ天地,Special,1,276
"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",Unknown,大切な家族を包む、その手。,ONA,0,123
Hanasu na★,5.38,離すな★,Special,0,270
Chaechaepong Kimchi Pong,Unknown,채채퐁 김치퐁,TV,1,30
Tokyo Ghoul:re 2nd Season,6.33,京喰種トーキョーグール：re 第2期,TV,2242,334815
Gori Papa Ikka no Nougyou wa Omoshiroi,Unknown,ゴリパパ一家の農業はオモシロイ,ONA,0,65
Ongeki,5.51,オンゲキ,ONA,1,194
Shirobako Movie,7.74,劇場版 SHIROBAKO,Movie,31,1416
Gunjou no Magmell,6.03,群青のマグメル,TV,160,48374
Princess Principal: Crown Handler 1,Unknown,プリンセス・プリンシパル Crown Handler,Movie,39,39
Inazuma Eleven: Reloaded - Soccer no Henkaku,6.99,イナズマイレブン リローデッド ～サッカーの変革へんかく～,Special,3,2934
Niizuma Koyomi The Animation,7.08,新妻こよみ THE ANIMATION,OVA,15,1373
Bandoe Sareoriratda,Unknown,반도에 살어리랏다,Movie,0,35
Osomatsu-san x Mameshiba,Unknown,おそ松さん×豆しば,Special,0,0
Douluo Dalu: Jingying Sai,8.17,斗罗大陆 精英赛,ONA,193,2821
Conception,4.65,CONCEPTION（コンセプション）,TV,148,30190
Yukimi-ka no Nichijou wa Honwari de Shimeru,5.49,雪見家の日常はほんわりで〆る,ONA,0,225
